Original,Traduzido,Diretório,Tamanho Original,Tamanho Traduzido,Diferença %
_bmad/bmm/workflows/4-implementation/sprint-planning/instructions.md,_bmad/bmm/workflows/4-implementation/sprint-planning/instructions_pt-br.md,bmm/workflows/4-implementation/sprint-planning,7967,5755,-27.8
_bmad/bmm/workflows/4-implementation/sprint-status/instructions.md,_bmad/bmm/workflows/4-implementation/sprint-status/instructions_pt-br.md,bmm/workflows/4-implementation/sprint-status,9286,5537,-40.4
_bmad/bmm/workflows/bmad-quick-flow/create-tech-spec/instructions.md,_bmad/bmm/workflows/bmad-quick-flow/create-tech-spec/instructions_pt-br.md,bmm/workflows/bmad-quick-flow/create-tech-spec,2828,3044,+7.6
_bmad/bmm/workflows/bmad-quick-flow/quick-dev/checklist.md,_bmad/bmm/workflows/bmad-quick-flow/quick-dev/checklist_pt-br.md,bmm/workflows/bmad-quick-flow/quick-dev,495,594,+20.0
_bmad/bmm/workflows/bmad-quick-flow/quick-dev/instructions.md,_bmad/bmm/workflows/bmad-quick-flow/quick-dev/instructions_pt-br.md,bmm/workflows/bmad-quick-flow/quick-dev,6941,5327,-23.3
_bmad/bmm/workflows/document-project/checklist.md,_bmad/bmm/workflows/document-project/checklist_pt-br.md,bmm/workflows/document-project,10119,5846,-42.2
_bmad/bmm/workflows/document-project/instructions.md,_bmad/bmm/workflows/document-project/instructions_pt-br.md,bmm/workflows/document-project,8200,5292,-35.5
_bmad/bmm/workflows/document-project/templates/deep-dive-template.md,_bmad/bmm/workflows/document-project/templates/deep-dive-template_pt-br.md,bmm/workflows/document-project/templates,5854,5324,-9.1
_bmad/bmm/workflows/document-project/templates/index-template.md,_bmad/bmm/workflows/document-project/templates/index-template_pt-br.md,bmm/workflows/document-project/templates,4510,4884,+8.3
_bmad/bmm/workflows/document-project/templates/project-overview-template.md,_bmad/bmm/workflows/document-project/templates/project-overview-template_pt-br.md,bmm/workflows/document-project/templates,1951,1960,+0.5
_bmad/bmm/workflows/document-project/templates/source-tree-template.md,_bmad/bmm/workflows/document-project/templates/source-tree-template_pt-br.md,bmm/workflows/document-project/templates,2160,2274,+5.3
_bmad/bmm/workflows/document-project/workflows/deep-dive-instructions.md,_bmad/bmm/workflows/document-project/workflows/deep-dive-instructions_pt-br.md,bmm/workflows/document-project/workflows,11742,5252,-55.3
_bmad/bmm/workflows/document-project/workflows/full-scan-instructions.md,_bmad/bmm/workflows/document-project/workflows/full-scan-instructions_pt-br.md,bmm/workflows/document-project/workflows,42971,5540,-87.1
_bmad/bmm/workflows/excalidraw-diagrams/create-dataflow/checklist.md,_bmad/bmm/workflows/excalidraw-diagrams/create-dataflow/checklist_pt-br.md,bmm/workflows/excalidraw-diagrams/create-dataflow,1060,1264,+19.2
_bmad/bmm/workflows/excalidraw-diagrams/create-dataflow/instructions.md,_bmad/bmm/workflows/excalidraw-diagrams/create-dataflow/instructions_pt-br.md,bmm/workflows/excalidraw-diagrams/create-dataflow,5066,5065,-0.0
_bmad/bmm/workflows/excalidraw-diagrams/create-diagram/checklist.md,_bmad/bmm/workflows/excalidraw-diagrams/create-diagram/checklist_pt-br.md,bmm/workflows/excalidraw-diagrams/create-diagram,1193,1361,+14.1
_bmad/bmm/workflows/excalidraw-diagrams/create-diagram/instructions.md,_bmad/bmm/workflows/excalidraw-diagrams/create-diagram/instructions_pt-br.md,bmm/workflows/excalidraw-diagrams/create-diagram,5708,5134,-10.1
_bmad/bmm/workflows/excalidraw-diagrams/create-flowchart/checklist.md,_bmad/bmm/workflows/excalidraw-diagrams/create-flowchart/checklist_pt-br.md,bmm/workflows/excalidraw-diagrams/create-flowchart,1396,1631,+16.8
_bmad/bmm/workflows/excalidraw-diagrams/create-flowchart/instructions.md,_bmad/bmm/workflows/excalidraw-diagrams/create-flowchart/instructions_pt-br.md,bmm/workflows/excalidraw-diagrams/create-flowchart,10221,5064,-50.5
_bmad/bmm/workflows/excalidraw-diagrams/create-wireframe/checklist.md,_bmad/bmm/workflows/excalidraw-diagrams/create-wireframe/checklist_pt-br.md,bmm/workflows/excalidraw-diagrams/create-wireframe,1028,1202,+16.9
_bmad/bmm/workflows/excalidraw-diagrams/create-wireframe/instructions.md,_bmad/bmm/workflows/excalidraw-diagrams/create-wireframe/instructions_pt-br.md,bmm/workflows/excalidraw-diagrams/create-wireframe,4876,4888,+0.2
_bmad/bmm/workflows/generate-project-context/project-context-template.md,_bmad/bmm/workflows/generate-project-context/project-context-template_pt-br.md,bmm/workflows/generate-project-context,462,486,+5.2
_bmad/bmm/workflows/generate-project-context/steps/step-01-discover.md,_bmad/bmm/workflows/generate-project-context/steps/step-01-discover_pt-br.md,bmm/workflows/generate-project-context/steps,5913,5773,-2.4
_bmad/bmm/workflows/generate-project-context/steps/step-02-generate.md,_bmad/bmm/workflows/generate-project-context/steps/step-02-generate_pt-br.md,bmm/workflows/generate-project-context/steps,8895,5572,-37.4
_bmad/bmm/workflows/generate-project-context/steps/step-03-complete.md,_bmad/bmm/workflows/generate-project-context/steps/step-03-complete_pt-br.md,bmm/workflows/generate-project-context/steps,8010,5567,-30.5
_bmad/bmm/workflows/generate-project-context/workflow.md,_bmad/bmm/workflows/generate-project-context/workflow_pt-br.md,bmm/workflows/generate-project-context,1827,1943,+6.3
_bmad/bmm/workflows/testarch/atdd/atdd-checklist-template.md,_bmad/bmm/workflows/testarch/atdd/atdd-checklist-template_pt-br.md,bmm/workflows/testarch/atdd,8537,5160,-39.6
_bmad/bmm/workflows/testarch/atdd/checklist.md,_bmad/bmm/workflows/testarch/atdd/checklist_pt-br.md,bmm/workflows/testarch/atdd,13858,5445,-60.7
_bmad/bmm/workflows/testarch/atdd/instructions.md,_bmad/bmm/workflows/testarch/atdd/instructions_pt-br.md,bmm/workflows/testarch/atdd,24902,5195,-79.1
_bmad/bmm/workflows/testarch/automate/checklist.md,_bmad/bmm/workflows/testarch/automate/checklist_pt-br.md,bmm/workflows/testarch/automate,22854,5608,-75.5
_bmad/bmm/workflows/testarch/automate/instructions.md,_bmad/bmm/workflows/testarch/automate/instructions_pt-br.md,bmm/workflows/testarch/automate,44221,5565,-87.4
_bmad/bmm/workflows/testarch/ci/checklist.md,_bmad/bmm/workflows/testarch/ci/checklist_pt-br.md,bmm/workflows/testarch/ci,6777,5908,-12.8
_bmad/bmm/workflows/testarch/ci/instructions.md,_bmad/bmm/workflows/testarch/ci/instructions_pt-br.md,bmm/workflows/testarch/ci,14694,5123,-65.1
_bmad/bmm/workflows/testarch/framework/checklist.md,_bmad/bmm/workflows/testarch/framework/checklist_pt-br.md,bmm/workflows/testarch/framework,10248,5808,-43.3
_bmad/bmm/workflows/testarch/framework/instructions.md,_bmad/bmm/workflows/testarch/framework/instructions_pt-br.md,bmm/workflows/testarch/framework,14692,5240,-64.3
_bmad/bmm/workflows/testarch/nfr-assess/checklist.md,_bmad/bmm/workflows/testarch/nfr-assess/checklist_pt-br.md,bmm/workflows/testarch/nfr-assess,13597,5584,-58.9
_bmad/bmm/workflows/testarch/nfr-assess/instructions.md,_bmad/bmm/workflows/testarch/nfr-assess/instructions_pt-br.md,bmm/workflows/testarch/nfr-assess,21948,5398,-75.4
_bmad/bmm/workflows/testarch/nfr-assess/nfr-report-template.md,_bmad/bmm/workflows/testarch/nfr-assess/nfr-report-template_pt-br.md,bmm/workflows/testarch/nfr-assess,12234,5115,-58.2
_bmad/bmm/workflows/testarch/test-design/checklist.md,_bmad/bmm/workflows/testarch/test-design/checklist_pt-br.md,bmm/workflows/testarch/test-design,7030,6021,-14.4
_bmad/bmm/workflows/testarch/test-design/instructions.md,_bmad/bmm/workflows/testarch/test-design/instructions_pt-br.md,bmm/workflows/testarch/test-design,23948,5535,-76.9
_bmad/bmm/workflows/testarch/test-design/test-design-template.md,_bmad/bmm/workflows/testarch/test-design/test-design-template_pt-br.md,bmm/workflows/testarch/test-design,7734,5135,-33.6
_bmad/bmm/workflows/testarch/test-review/checklist.md,_bmad/bmm/workflows/testarch/test-review/checklist_pt-br.md,bmm/workflows/testarch/test-review,14936,5686,-61.9
_bmad/bmm/workflows/testarch/test-review/instructions.md,_bmad/bmm/workflows/testarch/test-review/instructions_pt-br.md,bmm/workflows/testarch/test-review,22914,5460,-76.2
_bmad/bmm/workflows/testarch/test-review/test-review-template.md,_bmad/bmm/workflows/testarch/test-review/test-review-template_pt-br.md,bmm/workflows/testarch/test-review,12399,5278,-57.4
_bmad/bmm/workflows/testarch/trace/checklist.md,_bmad/bmm/workflows/testarch/trace/checklist_pt-br.md,bmm/workflows/testarch/trace,21253,5464,-74.3
_bmad/bmm/workflows/testarch/trace/instructions.md,_bmad/bmm/workflows/testarch/trace/instructions_pt-br.md,bmm/workflows/testarch/trace,35870,5509,-84.6
_bmad/bmm/workflows/testarch/trace/trace-template.md,_bmad/bmm/workflows/testarch/trace/trace-template_pt-br.md,bmm/workflows/testarch/trace,20464,5331,-73.9
_bmad/bmm/workflows/workflow-status/init/instructions.md,_bmad/bmm/workflows/workflow-status/init/instructions_pt-br.md,bmm/workflows/workflow-status/init,10579,5462,-48.4
_bmad/bmm/workflows/workflow-status/instructions.md,_bmad/bmm/workflows/workflow-status/instructions_pt-br.md,bmm/workflows/workflow-status,15741,5475,-65.2
